sample_id,site_id,site_name,sample_date
157614,3241,BLKSULP25,2016-07-27
157615,6680,EDOUG,2016-07-07
157616,2017,4MILECRK,2016-06-20
157617,9410,LAKECRK1,2016-08-16
157618,17823,REDDRTCRK,2016-08-04
157619,18580,SFBIGCRK,2016-08-03
157620,18581,SFBIGCRK2,2016-08-03
157622,20158,SPRUCE_CK3,2016-07-25
157623,26261,WHLRCRK,2016-08-03
157624,9225,KERBERCK-01,2016-09-22
157625,9226,KERBERCK-02,2016-09-22
157626,9231,KERBERCK-25,2016-09-22
157627,9232,KERBERCK4,2016-09-22
157628,9229,KERBERCK-05,2016-09-22
157629,9230,KERBERCK-06,2016-09-22
157955,3830,BVR_CRK,2016-10-27
157956,6373,DEER_CRK,2016-10-27
157958,925,2MILE_CRK,2016-10-27
158352,24135,VE-RV-10797,2016-09-08
163627,26175,"WEST ELK CR BELOW FOREST BOUNDARY NR SAPINERO, CO",2016-08-18
163628,2943,BEAVER_HWY_50,2016-08-03
163629,5544,CURECANTI_CK_1,2016-08-25
163630,20404,STCNM,2016-08-23
163631,9615,LF_GUN_GATEVIEW,2016-08-16
163632,17804,RED_CK_MOUTH_16,2016-08-11
163633,6596,E_ELK_MOUTH,2016-08-09
163634,4642,CO10231,2016-08-01
163635,16508,PINE_HWY_50,2016-08-29
163636,19690,SOAP_AB_CHANCE,2016-09-01
163637,1075,381633107054700,2016-09-08
163639,4488,CIMCPG-1,2016-09-15
164069,10491,MillCrS03-13,2016-10-06
164130,1908,4995000,2017-07-19
164225,19588,Slate Creek,2017-06-15
164226,5431,Crescent Creek Upper,2017-06-15
164227,5430,Crescent Creek Middle,2017-06-15
164228,5429,Crescent Creek Lower,2017-06-15
164229,3788,Bull Creek,2017-06-15
164253,10084,M7.9,2017-06-14
164254,18567,SF3.0,2017-06-13
164256,10082,M3.1,2017-06-14
164258,11565,MXR-downstream,2017-06-13
164259,10440,MIDCRMID,2017-06-13
164260,18566,SF1.0,2017-06-13
164263,18644,SFREF1,2017-06-13
164278,358,1,2017-08-15
164288,18240,SA-LS-13578,2017-07-11
164289,18241,SA-LS-13770,2017-07-06
164290,18241,SA-LS-13770,2017-07-07
164291,18242,SA-LS-14026,2017-07-08
164292,18243,SA-LS-14070,2017-09-08
164293,18244,SA-LS-14602,2017-07-21
164294,18349,SA-SS-12602,2017-08-08
164295,18350,SA-SS-12746,2017-07-20
164296,18351,SA-SS-13178,2017-08-04
164297,18352,SA-SS-13258,2017-07-07
164298,18353,SA-SS-13322,2017-07-23
164299,18354,SA-SS-13434,2017-08-05
164300,18355,SA-SS-13626,2017-07-09
164301,18356,SA-SS-13690,2017-08-03
164302,18357,SA-SS-13882,2017-08-06
164303,18358,SA-SS-14110,2017-07-24
164304,18359,SA-SS-14458,2017-07-25
164305,18360,SA-SS-14538,2017-08-16
164306,18361,SA-SS-14650,2017-08-17
164307,18362,SA-SS-14794,2017-09-07
164308,18370,SA-TR-1226,2017-07-23
164309,18372,SA-TR-1334,2017-08-14
164310,5194,COR-Pump,2017-10-27
164311,7819,G5071,2017-08-10
164312,8282,GR-TR-1044,2017-06-14
164314,8283,GR-TR-1205,2017-06-12
164316,8284,GR-TR-1421,2017-06-13
164317,8285,GR-TR-1492,2017-08-17
164319,17100,PR-LS-13628,2017-06-06
164320,17100,PR-LS-13628,2017-06-25
164321,17104,PR-LS-14012,2017-07-31
164322,17130,PR-RV-10300,2017-09-05
164323,17132,PR-RV-10492,2017-08-09
164324,17139,PR-RV-10940,2017-08-29
164325,17145,PR-RV-12988,2017-07-17
164326,17148,PR-RV-13180,2017-09-11
164327,17149,PR-RV-13388,2017-09-26
164328,17150,PR-RV-13644,2017-06-27
164329,17151,PR-RV-13756,2017-07-19
164330,17152,PR-RV-13820,2017-08-08
164331,17153,PR-RV-13900,2017-06-28
164332,17154,PR-RV-13948,2017-09-12
164333,17178,PR-SS-13036,2017-06-26
164334,17178,PR-SS-13036,2016-08-31
164335,17179,PR-SS-13372,2017-08-02
164336,24115,VE-LS-14685,2017-06-20
164337,24117,VE-LS-15565,2017-09-06
164338,24135,VE-RV-10797,2017-07-07
164339,24139,VE-RV-12189,2017-08-14
164340,24140,VE-RV-12381,2017-09-07
164341,24141,VE-RV-12637,2017-06-21
164342,24142,VE-RV-13149,2017-08-22
164343,24143,VE-RV-13213,2017-09-06
164344,24148,VE-SS-15337,2017-08-15
164345,24150,VE-SS-19433,2017-06-01
164346,24150,VE-SS-19433,2017-06-24
164347,24151,VE-SS-21037,2017-07-12
164348,28258,XE-RM-5073,2017-09-06
164349,20296,SR-LS-1014,2017-06-10
164350,20302,SR-SS-1001,2017-06-09
164351,20303,SR-SS-1019,2017-06-10
164352,20304,SR-SS-1021,2017-06-12
164353,7513,FI-LS-14257,2017-07-26
164354,24217,W3151,2017-06-13
164355,7514,FI-LS-26545,2017-08-29
164356,7522,FI-RV-21516,2017-10-11
164357,7543,FI-SS-15857,2017-06-14
164358,7544,FI-SS-16625,2017-07-05
164359,7545,FI-SS-17649,2017-07-04
164360,19611,SL-LS-20561,2017-06-20
164361,19612,SL-LS-22225,2017-07-17
164362,19613,SL-LS-22332,2017-08-07
164363,19616,SL-RV-49980,2017-10-12
164364,19624,SL-SS-15137,2017-08-24
164365,19625,SL-SS-15825,2017-06-26
164366,19626,SL-SS-16161,2017-06-27
164367,19627,SL-SS-16353,2017-06-27
164368,19628,SL-SS-16465,2017-10-03
164369,19629,SL-SS-17132,2017-09-14
164370,19630,SL-SS-17489,2017-10-04
164371,19631,SL-SS-18188,2017-09-27
164372,24214,W3012,2017-08-08
164373,24214,W3012,2017-07-24
164374,24215,W303O2,2017-09-28
164375,24216,W308O2,2017-09-26
164377,26137,WD-TR-1214,2017-10-19
164378,26142,WD-TR-1359,2017-10-17
164379,19627,SL-SS-16353,2017-05-20
164413,7447,FA-RV-18418,2017-08-12
164414,7448,FA-RV-22194,2017-08-13
164415,7449,FA-RV-22514,2017-08-11
164416,7450,FA-RV-22962,2017-08-10
164418,7569,FMD-TR-1153,2017-08-17
164419,7570,FMD-TR-1340,2017-08-09
164420,20652,TA-LS-16034,2017-07-17
164421,20652,TA-LS-16034,2017-07-21
164422,20653,TA-LS-16610,2017-08-02
164423,20654,TA-LS-17218,2017-06-30
164424,20655,TA-LS-18210,2017-07-18
164425,20656,TA-LS-18402,2017-07-08
164426,20657,TA-LS-18498,2017-06-18
164427,20658,TA-LS-18710,2017-06-08
164428,20659,TA-LS-19426,2017-07-26
164429,20660,TA-LS-22178,2017-07-06
164430,20660,TA-LS-22178,2017-07-22
164431,20661,TA-LS-22306,2017-07-19
164432,20662,TA-LS-22498,2017-07-23
164433,20662,TA-LS-22498,2017-07-07
164434,20678,TA-RV-10914,2017-06-19
164435,20681,TA-RV-11938,2017-07-01
164436,20683,TA-RV-12962,2017-06-21
164437,20688,TA-RV-15586,2017-06-15
164438,20689,TA-RV-15842,2017-06-29
164439,20690,TA-RV-16354,2017-06-28
164440,20691,TA-RV-17058,2017-06-20
164441,20692,TA-RV-17826,2017-07-01
164442,20693,TA-RV-18082,2017-06-14
164443,20694,TA-RV-19186,2017-07-28
164444,20695,TA-RV-19734,2017-08-26
164445,20696,TA-RV-20450,2017-07-02
164446,20697,TA-RV-21154,2017-09-14
164447,20698,TA-RV-21314,2017-08-04
164448,20699,TA-RV-21474,2017-09-15
164449,20700,TA-RV-21922,2017-08-04
164450,20701,TA-RV-22806,2017-08-25
164451,20707,TA-SS-41794,2017-06-12
164452,20708,TA-SS-44310,2017-06-06
164453,20709,TA-SS-48406,2017-06-07
164454,20710,TA-SS-55266,2017-07-20
164637,1908,4995000,2017-09-26
164678,5212,CO-SS-9419,2017-07-18
164679,5214,CO-SS-9426,2017-09-05
164681,6306,CY-TR-1028,2017-07-07
164682,6308,CY-TR-1221,2017-08-09
164685,6310,CY-TR-1331,2017-08-14
164688,10179,MB-LS-10770,2017-08-22
164689,10180,MB-LS-11789,2017-06-13
164690,10182,MB-LS-12493,2017-09-18
164691,10184,MB-LS-14866,2017-09-21
164692,5192,CO-RO-9436,2017-09-10
164693,10196,MB-RV-10514,2017-08-29
164694,10197,MB-RV-1200,2017-09-10
164695,10198,MB-RV-1202,2017-09-25
164696,10202,MB-SS-10002,2017-06-12
164698,10204,MB-SS-1201,2017-06-27
164699,10206,MB-SS-1209,2017-09-25
164700,10213,MB-SS-13069,2017-07-19
164701,10214,MB-SS-13517,2017-07-27
164702,11309,MT-LS-10290,2017-06-21
164703,11310,MT-LS-11237,2017-07-05
164704,11310,MT-LS-11237,2017-07-25
164705,11312,MT-LS-16946,2017-09-07
164706,11313,MT-LS-17202,2017-09-13
164707,11327,MT-SS-10098,2017-06-20
164708,11328,MT-SS-13874,2017-07-24
164709,11328,MT-SS-13874,2017-06-29
164710,11329,MT-SS-14194,2017-08-10
164711,28202,XE-LS-5023,2017-09-22
164739,7664,FR-TR-001,2016-08-03
164740,7665,FR-TR-002,2016-06-23
164741,7666,FR-TR-003,2016-07-25
164742,7667,FR-TR-004,2016-08-19
164743,7668,FR-TR-005,2016-08-09
164744,7669,FR-TR-006,2016-08-04
164745,7670,FR-TR-007,2016-08-05
164746,7671,FR-TR-008,2016-08-06
164747,7672,FR-TR-009,2016-08-20
164748,7673,FR-TR-010,2016-08-07
164749,7674,FR-TR-012,2016-08-24
164750,7675,FR-TR-013,2016-09-13
164751,7676,FR-TR-014,2016-09-14
164752,7677,FR-TR-015,2016-09-16
164753,7678,FR-TR-016,2016-08-22
164754,12384,NW-TR-001,2016-08-03
164755,12385,NW-TR-002,2016-08-07
164756,12386,NW-TR-003,2016-08-08
164782,7794,G201O2,2016-06-22
164783,7796,G2062,2016-07-19
164785,7807,G3052,2016-06-23
164786,7810,G4012,2016-06-21
164787,7811,G406O1,2016-06-08
164788,7812,G406O2,2016-07-07
164789,7814,G4171,2016-09-16
164790,7818,G502O1,2016-07-27
164793,24207,W2061,2016-06-26
164795,24208,W2082,2016-06-15
164796,24210,W210O2,2016-08-19
164797,24209,W2102,2016-06-23
164804,24219,W4081,2016-09-04
164854,12804,ORFLO-1010,2017-07-15
164860,750,2017ORHIL1004,2017-07-17
164871,751,2017ORILL9017,2017-07-04
164873,752,2017ORKIN1022,2017-07-28
164876,753,2017ORKIN9043,2017-08-01
164879,754,2017ORMCM1001,2017-07-27
164881,755,2017ORMCM1013,2017-07-31
164882,756,2017ORMCM1016,2017-07-28
164884,757,2017ORMCM1040,2017-07-29
164905,13119,ORSFA-1009,2017-07-27
164906,13120,ORSFA-1011,2017-07-28
164927,758,2017WALBL9003,2017-09-07
164928,759,2017WALBL9011,2017-09-08
164929,760,2017WALBL9013,2017-09-07
164936,761,2017WAMCR9024,2017-09-08
164937,762,2017WAMCR9035,2017-09-07
164938,763,2017WAMCR9038,2017-08-28
164939,764,2017WAMCR9051,2017-09-07
164954,765,2017WAUGN9021,2017-08-15
164965,24175,VisitorCtr,2017-09-22
166976,1075,381633107054700,2017-09-05
166977,4488,CIMCPG-1,2017-08-03
166978,2174,9125000,2017-09-07
167418,16648,PNTH,2017-08-16
167419,21427,UpPanth,2017-08-16
167420,6780,ELKW,2017-08-15
167421,21417,UpELKE,2017-08-15
167422,6768,ELKE,2017-08-15
167423,6768,ELKE,2017-08-15
167656,10491,MillCrS03-13,2015-06-25
167657,10491,MillCrS03-13,2015-08-11
167660,559,2,2015-07-20
167661,928,3,2015-07-22
167671,1596,4939122,2017-06-08
167672,1621,4939147,2017-11-01
167673,1597,4939123,2017-10-04
167674,1586,4939112,2017-10-03
167675,1576,4939102,2017-10-11
167676,1782,4954939,2017-06-01
167677,1589,4939115,2017-06-08
167678,1579,4939105,2017-06-06
167679,1607,4939133,2017-10-10
167680,1532,4936173,2017-06-07
167682,1582,4939108,2017-10-18
167683,1591,4939117,2017-10-16
167684,1594,4939119,2017-10-31
167685,1614,4939140,2017-10-02
167686,1275,4904917,2017-06-27
167687,1956,4995953,2017-06-22
167688,1703,4949635,2017-09-26
167689,1674,4947792,2017-09-26
167690,1827,4958883,2017-09-26
167692,6373,DEER_CRK,2017-09-26
167693,1596,4939122,2017-06-08
167694,1621,4939147,2017-11-01
167818,28306,XN-RM-4072,2017-08-08
167841,18483,SB-LS-19699,2017-07-24
167842,18484,SB-LS-21007,2017-06-10
167843,18485,SB-LS-22771,2017-07-04
167844,18486,SB-LS-23795,2017-07-25
167845,18491,SB-RV-17167,2017-07-24
167846,18492,SB-RV-19955,2017-07-03
167847,18493,SB-RV-20723,2017-09-14
167848,18499,SB-SS-24335,2017-06-27
167849,18500,SB-SS-25359,2017-06-13
167850,18501,SB-SS-26383,2017-06-11
167851,18502,SB-SS-28431,2017-06-29
167852,20530,SW-LS-15103,2017-09-07
167853,20531,SW-LS-19727,2017-09-09
167854,20531,SW-LS-19727,2017-09-25
167855,20533,SW-LS-23295,2017-07-23
167856,20534,SW-LS-23823,2017-06-08
167857,20535,SW-RV-10511,2017-07-18
167858,20536,SW-RV-10767,2017-07-22
167859,20537,SW-RV-11023,2017-07-21
167860,20538,SW-RV-11535,2017-07-19
167861,20539,SW-RV-21775,2017-07-26
167862,20540,SW-RV-22031,2017-09-10
167863,20541,SW-RV-22799,2017-07-20
167864,20545,SW-SS-23311,2017-09-26
167865,20545,SW-SS-23311,2017-09-12
167866,20546,SW-SS-24847,2017-07-19
167867,20547,SW-SS-26111,2017-07-21
167868,20548,SW-SS-27382,2017-07-02
167869,20551,SW-TR-1025,2017-06-09
167870,20572,SW-TR-1299,2017-09-13
167871,18493,SB-RV-20723,2017-09-27
168002,5194,COR-Pump,2018-10-19
168029,1075,381633107054700,2018-08-02
168033,2943,BEAVER_HWY_50,2018-08-27
168034,19690,SOAP_AB_CHANCE,2018-08-29
168035,2174,9125000,2018-09-04
168037,2175,9127000,2018-09-11
168109,18580,SFBIGCRK,2017-09-07
168110,18581,SFBIGCRK2,2017-09-07
168111,26261,WHLRCRK,2017-09-07
168115,20158,SPRUCE_CK3,2017-07-26
168748,1947,4995915,2018-06-25
168750,2063,5919980,2018-06-27
168754,1903,4994430,2018-08-24
168756,1973,4996855,2018-10-03
168885,16648,PNTH,2018-08-28
168886,6780,ELKW,2018-08-28
168887,6768,ELKE,2018-08-28
168888,10128,MainELK,2018-08-28
168957,11255,MS-LS-3017,2018-08-27
169025,5191,CO-RO-9435,2018-09-18
169030,10180,MB-LS-11789,2018-05-09
169045,5087,CO-LS-9417,2018-06-07
169053,28206,XE-LS-5030,2018-08-10
169065,17132,PR-RV-10492,2018-06-12
169066,19617,SL-SS-10001,2018-08-21
169072,26134,WD-TR-1027,2018-07-24
169073,26137,WD-TR-1214,2018-07-25
169075,26142,WD-TR-1359,2018-07-23
169089,20700,TA-RV-21922,2018-07-18
169093,20681,TA-RV-11938,2018-09-20
169394,10084,M7.9,2019-06-12
169395,18567,SF3.0,2019-06-12
169397,10082,M3.1,2019-06-12
169399,10440,MIDCRMID,2019-06-12
169400,18566,SF1.0,2019-06-12
169403,18644,SFREF1,2019-06-12
169842,2175,9127000,2019-08-20
169847,1075,381633107054700,2019-09-11
170176,5194,COR-Pump,2019-11-05
171001,28268,XE-SS-5105,2019-07-31
171032,26134,WD-TR-1027,2019-09-18
171036,26137,WD-TR-1214,2019-09-16
171046,26142,WD-TR-1359,2019-10-17
171060,20681,TA-RV-11938,2019-07-31
171064,20681,TA-RV-11938,2019-07-31
171077,20681,TA-RV-11938,2019-07-31
171124,10440,MIDCRMID,2019-09-25
171127,10084,M7.9,2019-09-25
171129,18566,SF1.0,2019-09-25
171130,18567,SF3.0,2019-09-25
171132,18644,SFREF1,2019-09-25
171583,28266,XE-SS-5099,2019-06-12
171585,11254,MS-LS-3016,2019-07-14
171594,28268,XE-SS-5105,2019-07-31
171615,11272,MS-RO-3089,2019-07-22
171624,26134,WD-TR-1027,2019-09-18
171628,26137,WD-TR-1214,2019-09-16
171638,26142,WD-TR-1359,2019-10-17
171643,28201,XE-LS-5021,2019-09-26
171668,28281,XE-SS-5153,2019-06-01
171683,11273,MS-SS-3095,2019-07-15
171692,11276,MS-SS-3101,2019-07-26
171698,5094,CO-LS-9442,2019-08-23
171699,5180,CO-RO-9402,2019-06-01
171700,5210,CO-SS-9413,2019-06-12
171701,5213,CO-SS-9425,2019-06-15
171715,11261,MS-LS-3026,2019-07-15
171769,28200,XE-LS-5019,2019-06-26
171770,28284,XE-SS-5157,2019-08-08
171771,11247,MS-LS-3003,2019-08-22
171774,11285,MS-SS-3114,2019-08-23
171818,10687,MP-SS-2091,2019-07-29
171951,10690,MP-SS-2097,2019-09-23
171952,10691,MP-SS-2098,2019-10-03
171953,10693,MP-SS-2100,2019-10-04
171968,28314,XN-SS-4095,2019-07-15
171969,28319,XN-SS-4114,2019-10-18
172208,28358,XS-RM-6072,2019-09-07
172438,10538,MN-LS-1014,2019-08-13
172439,10569,MN-SS-1129,2019-06-17
172440,10579,MN-SS-1147,2019-07-10
172487,28303,XN-LS-4029,2019-07-30
172489,28315,XN-SS-4097,2019-07-11
172493,28286,XN-LS-4003,2019-10-03
172494,28293,XN-LS-4014,2019-10-05
172815,11609,NC-SS-9144,2020-06-04
172826,10558,MN-SS-1097,2019-08-09
172832,13567,OT-SS-7122,2019-09-22
172874,11255,MS-LS-3017,2019-08-12
172882,28276,XE-SS-5140,2019-10-18
172883,28282,XE-SS-5154,2019-09-19
172924,11613,NC-SS-9167,2019-06-30
172931,28333,XN-SS-4163,2019-06-29
172935,28365,XS-SS-6095,2019-07-12
172956,11606,NC-LS-9186,2019-07-30
172958,12192,NO-LS-9203,2019-08-25
172959,12217,NO-SS-9202,2019-08-10
172960,12218,NO-SS-9204,2019-08-11
172964,12375,NW-SS-9262,2019-09-09
172965,12376,NW-SS-9263,2019-08-19
172966,12377,NW-SS-9264,2019-09-20
172968,12380,NW-SS-9272,2019-08-29
172996,28299,XN-LS-4021,2019-09-21
172999,28333,XN-SS-4163,2019-10-08
173012,28379,XS-SS-6121,2019-08-10
173013,28383,XS-SS-6133,2019-09-10
173014,12192,NO-LS-9203,2019-09-09
173028,13530,OT-LS-7001,2019-06-27
